Frequency of Total,Dollars In This PC,Purpose Code,Conner Estimate,Jamie Estimate,Final Estimate,Spider Estimate,Score,Score w/o PC,,
2.50E-06,"$239,950.00",TELEVISION ADVERTISING AND MEDIA BUY: ALSO SUPPORTS JONI ERNST,,,,,,,,
2.50E-06,$190.62,"REIMBURSEMENT - GAS, OFFICE SUPPLIES, STORAGE",,,,,,,,
2.50E-06,"$370,528.00",TELEVISION ADVERTISING AND BUY,,,,,,,,
2.50E-06,"$4,850.00",TELEVISION ADVERTISING 7/30-8/12,,,,,,,,
2.50E-06,"$61,214.00",TELEVISION ADVERTISING-7/31 RUNOFF ELECT,,,,,,,,
2.50E-06,"$1,250.00",RADIO SPOT CREATIVE PRODUCTION - PHILLIPS CHOICE,,,,,,,,
2.50E-06,"$101,002.74",RADIO SPOT AND PRINT ADS,,,,,,,,
2.50E-06,"$13,211.00",TELEVISION ADVERTISNG,,,,,,,,
2.50E-06,$10.00,REIMBURSEMENT - EVENT FEE,,,,,,,,
2.50E-06,"$403,985.00",TELEVISION AND DIGITAL ADVERTISEMENT MEDIA BUYS - 'NEWTOWN',,,,,,,,
2.50E-06,"$403,985.00",TELEVISION AND DIGITAL ADVERTISEMENT MEDIA BUYS - NEWTOWN,,,,,,,,
2.50E-06,"$1,176.00",RADIO SPOT ADVERTISING,,,,,,,,
2.50E-06,$87.36,REIMBURSEMENT - FOOD,,,,,,,,
2.50E-06,"$19,824.55",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - 'ONE IN 8',,,,,,,,
2.50E-06,"$9,712.20",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - 'PROMISE',,,,,,,,
2.50E-06,"$15,036.33",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - 'THREE DAYS',,,,,,,,
2.50E-06,"$16,622.23",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - 'VOTE',,,,,,,,
2.50E-06,"$9,712.20",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - PROMISE,,,,,,,,
2.50E-06,"$1,051,799.63",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION AND BUYS,,,,,,,,
2.50E-06,"$647,814.69",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION AND BUYS -  'GUNS INTERNET',,,,,,,,
2.50E-06,"$647,814.69",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION AND BUYS - GUNS INTERNET,,,,,,,,
2.50E-06,"$4,022.39",RADIO PRODUCTION - REAL PLAN - DISSEMINATED 10/28/16,,,,,,,,
2.50E-06,"$1,128.29",REIMBURSEMENT FOR BUMPER STICKERS,,,,,,,,
2.50E-06,"$84,125.00",TELEVISION AND RADIO ADVERTISEMENT,,,,,,,,
2.50E-06,"$17,500.00",RADIO PRODUCTION - LOOPHOLE,,,,,,,,
2.50E-06,"$1,666,461.00",TELEVISION BUY AND PRODUCTION COST - DECIDING,,,,,,,,
2.50E-06,"$257,000.00",TELEVISION BUY AND PRODUCTION COST - DOME,,,,,,,,
2.50E-06,$607.95,REIMBURSEMENT FOR COVERING NEWS AD IN APPALACHIAN NEWS EXPRESS,,,,,,,,
2.50E-06,$297.91,REIMBURSEMENT FOR EMAIL SERVICES,,,,,,,,
2.50E-06,"$220,901.00",TELEVISION BUY AND PRODUCTION COST - ENERGY EQUALS JOBS,,,,,,,,
2.50E-06,"$53,933.00",RADIO MEDIA PRODUCTION AND PLACEMENT,,,,,,,,
2.50E-06,"$435,650.00",TELEVISION ADVERTISING & PRODUCTION OF 'TAKES CARE',,,,,,,,
2.50E-06,"$846,000.00",TELEVISION BUY AND PRODUCTION COST - FAILURE,,,,,,,,
2.50E-06,"$202,400.00",TELEVISION BUY AND PRODUCTION COST - HEALTHCARE,,,,,,,,
2.50E-06,"$489,500.00",TELEVISION BUY AND PRODUCTION COST - HIT,,,,,,,,
2.50E-06,"$400,000.00",TELEVISION BUY AND PRODUCTION COST - MAINERS KNOW,,,,,,,,
2.50E-06,"$2,000.00",REIMBURSEMENT FOR LIST FOR ELECTRONIC COMMUNICATIONS,,,,,,,,
2.50E-06,"$1,000.00",RADIO MEDIA PRODUCTION - CRABTREE/GULLESON RESPONSE,,,,,,,,
2.50E-06,"$914,000.00",TELEVISION BUY AND PRODUCTION COST - OWN IT,,,,,,,,
2.50E-06,"$250,000.00",TELEVISION BUY AND PRODUCTION COST - PROUD,,,,,,,,
2.50E-06,"$250,000.00",TELEVISION BUY AND PRODUCTION COST - STANDING,,,,,,,,
2.50E-06,"$1,000,000.00",TELEVISION BUY AND PRODUCTION COST - THE EXPRESS,,,,,,,,
2.50E-06,"$42,495.20","TELEVISION BUY, PRODUCTION COSTS, ALSO OPPOSES MITT ROMNEY AND RICK SANTORUM",,,,,,,,
2.50E-06,"$5,154.00",TELEVISION COMMERCIAL (OBAMACARE),,,,,,,,
2.50E-06,"$95,140.00",TELEVISION BUY AND PRODUCTION,,,,,,,,
2.50E-06,"$46,297.50",TELEVISION BUY AND MEDIA PRODUCTION - MIRROR,,,,,,,,
2.50E-06,"$399,975.00",TELEVISION BUY - 10/25/2012,,,,,,,,
2.50E-06,$692.00,RADIO PRODUCTION (ESTIMATE),,,,,,,,
2.50E-06,"$9,000.00",TELEVISION AND RADIO PRODUCTION,,,,,,,,
2.50E-06,"$7,517.10",RADIO PRODUCTION - ENDORSED - DISSEMINATED 8/19/2016,,,,,,,,
2.50E-06,"$17,500.00",RADIO PRODUCTION - COMMUNITY,,,,,,,,
2.50E-06,"$6,549.22",RADIO PRODUCTION - 'PELIGRO' 10/26/2010,,,,,,,,
2.50E-06,"$4,500.00",RADIO PRODUCTION - 'DANGEROUS' 10/26/2010,,,,,,,,
2.50E-06,"$2,500.00",RADIO PRODUCTION - 'COMMUNITY',,,,,,,,
2.50E-06,"$900,000.00",TELEVISION AND RADIO PRODUCTION AND MEDIA BUY - BRING,,,,,,,,
2.50E-06,$56.62,REIMBURSEMENT FOR CAMPAIGN MATERIALS,,,,,,,,
2.50E-06,"$5,000.00",RADIO PRODUCTION (10.23.-11.04),,,,,,,,
2.50E-06,"$250,000.00",TELEVISION ADVERTISING & PRODUCTION OF REFUSE,,,,,,,,
2.50E-06,$657.19,RADIO PRODUCTION 'GOLD DIGGING' - ESTIMATE,,,,,,,,
2.50E-06,$94.38,REIMBURSEMENT FOR CAMPAIGN SUPPLIES,,,,,,,,
2.50E-06,$300.00,"REIMBURSEMENT FOR COST OF MAIL PERMIT, ALSO OPPOSED MITT ROMNEY",,,,,,,,
2.50E-06,"$700,000.00",TELEVISION AND RADIO PRODUCTION AND MEDIA BUY - MAKES SENSE,,,,,,,,
2.50E-06,$350.00,REIMBURSEMENT FOR COSTUME PURCHASE,,,,,,,,
2.50E-06,"$2,300,000.00",TELEVISION AND RADIO PRODUCTION AND MEDIA BUY -- 40 YEARS AND EXPLORATION,,,,,,,,
2.50E-06,"$75,000.00",RADIO PRINTING AND CANVSSING,,,,,,,,
2.50E-06,"$250,000.00",TELEVISION BROADCAST,,,,,,,,
2.50E-06,"$5,076.00",RADIO SPOTS - SUPERTALK MISSISSIPPI,,,,,,,,
2.50E-06,"$184,215.41",TELEVISION ADVERTISING OF WANTED,,,,,,,,
2.50E-06,"$2,000.00",REIMBURSMENT FOR LIST PURCHASE FOR ELECTRONIC COMMUNICATIONS,,,,,,,,
2.50E-06,"$111,162.59",REDES OF SHARE OF $555812.97 PLACMT RPTD 10/27/10,,,,,,,,
2.50E-06,"$144,131.55",TELEVISION ADVERTISING OF 'BLACKBOARD',,,,,,,,
2.50E-06,"$399,784.00",TELEVISION ADVERTISING OF 'FORGET',,,,,,,,
2.50E-06,$38.07,RECYCLING EVENT MATERIALS,,,,,,,,
2.50E-06,"$270,739.00",TELEVISION ADVERTISING OF 'FREE RIDE',,,,,,,,
2.50E-06,$44.65,RECRUITING ADS FROM 9/26,,,,,,,,
2.50E-06,$76.68,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEES: CHEVRON; APF GROUP; FINISHLINE PETROLEUM,,,,,,,,
2.50E-06,"$266,631.00",TELEVISION ADVERTISING OF 'GLITZ',,,,,,,,
2.50E-06,"$1,000.00","RECRUITING ADS ACROSS 50 STATES,REPORTING BASED ON SINGLE ENTRY REPORTING IN AO-2003",,,,,,,,
2.50E-06,"$9,600.00",REIMB: OBAMA DVD-PRODUCTION & DUPLICATION,,,,,,,,
2.50E-06,$500.00,RECRUITING ADS 9/26-10/2,,,,,,,,
2.50E-06,$235.50,RECORDING STUDIO,,,,,,,,
2.50E-06,"$395,292.00",TELEVISION ADVERTISING OF 'BETRAYED',,,,,,,,
2.50E-06,"$114,888.17",TELEVISION ADVERTISING OF 'LOST TOUCH',,,,,,,,
2.50E-06,"$448,810.00",TELEVISION ADVERTISING OF 'LOVE AFFAIR' & 'PURR',,,,,,,,
2.50E-06,"$324,300.00",TELEVISION ADVERTISING OF 'BEHIND CLOSED DOORS',,,,,,,,
2.50E-06,$41.05,RECEPTION FLIERS: HARRY REID VOTES,,,,,,,,
2.50E-06,$41.05,RECEPTION FLIERS,,,,,,,,
2.50E-06,"$11,000.50","RALLY SIGNS, BUMPERSTRIPS FOR RESTRICTED",,,,,,,,
2.50E-06,"$1,822.70",REIMBURSE PRODUCTION COSTS,,,,,,,,
2.50E-06,"$539,847.00",TELEVISION ADVERTISING OF 'FAMILY',,,,,,,,
2.50E-06,$342.50,REDFORD APPEAL - COPYWRITING,,,,,,,,
2.50E-06,"$2,161.70",REIMBURSE VIDEO PRODUCTION COSTS,,,,,,,,
2.50E-06,"$144,139.70",TELEVISION ADVERTISING OF 'DROWNING',,,,,,,,
2.50E-06,$72.60,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE AFP GROUP AND FINISHLINE PETROLEUM,,,,,,,,
2.50E-06,$13.90,REIMB: CANVASSING SUPPLIES ULTIMATE PAYEE TARGET,,,,,,,,
2.50E-06,$10.00,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE MINIMART ON THE GREENS,,,,,,,,
2.50E-06,$28.95,REIMB. PREPAID DEBIT CARD; ULTIMATE PAYEE WAS WALGREENS,,,,,,,,
2.50E-06,$24.96,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE ORION FUELS,,,,,,,,
2.50E-06,"$50,815.37",TELEVISION ADVERTISING OF 'CUTS',,,,,,,,
2.50E-06,"$12,440.00",REIMB. FOR PRODUCTION OF BERNIE T-SHIRTS,,,,,,,,
2.50E-06,$445.88,REIMB. CANVASSING EQUIPMENT AND TRANSPORTATION; ULTIMATE PAYEE WAS AMAZON AND RACETRAC,,,,,,,,
2.50E-06,"$7,922.28",REIMB. CANVASSING EQUIPMENT AND SUPPLIES; ULTIMATE PAYEE WAS AMAZON,,,,,,,,
2.50E-06,"$324,392.53",TELEVISION ADVERTISING OF 'CYNTHIA',,,,,,,,
2.50E-06,$14.00,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE SHELL,,,,,,,,
2.50E-06,"$284,836.50",TELEVISION ADVERTISING OF 'DECISIONS',,,,,,,,
2.50E-06,$108.58,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE SHELL AND AFP GROUP,,,,,,,,
2.50E-06,"$127,306.10",TELEVISION ADVERTISING OF 'DINER',,,,,,,,
2.50E-06,$66.05,"REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEES AFP GROUP, FINISHLINE PETROLEUM AND CHEVRON",,,,,,,,
2.50E-06,"$23,654.00",REED-FIGHTER,,,,,,,,
2.50E-06,"-$12,107.33",REDUCED LABOR AND POSTAGE COSTS,,,,,,,,
2.50E-06,"$389,849.00",TELEVISION ADVERTISING OF 'DOCTOR'S ORDERS',,,,,,,,
2.50E-06,"$200,146.88",TELEVISION ADVERTISING OF 'DON'T BE FOOLED',,,,,,,,
2.50E-06,"$2,890.19",RALLY SIGNS OBAMA/BIDEN,,,,,,,,
2.50E-06,"$137,684.00",TELEVISION ADVERTISING OF 'NEVER',,,,,,,,
2.50E-06,"$86,497.28",TELEVISION ADVERTISING OF 'NOT PRETTY',,,,,,,,
2.50E-06,"$95,214.88",TELEVISION ADVERTISING OF 'OLD FASHIONED HARD WORK',,,,,,,,
2.50E-06,"-$59,504.37",RADIO/MEDIA PLACE-AGG UPDATED GOING FWD,,,,,,,,
2.50E-06,"$21,428.58",RADIO/MAIL,,,,,,,,
2.50E-06,"$75,000.00",TELEVISION ADVERTISING BUY FOR 10/08/14 NEW JERSEY AD,,,,,,,,
2.50E-06,"$197,876.00",TELEVISION ADVERTISING OF 'UNTRUSTED',,,,,,,,
2.50E-06,"$32,495.59",RADIO/DIGIAL ADS,,,,,,,,
2.50E-06,"$1,995.07",RADIO/ DIGITAL ADS,,,,,,,,
2.50E-06,$194.00,RADIO-42,,,,,,,,
2.50E-06,$665.28,TELEVISION ADVERTISING OF 'UP',,,,,,,,
2.50E-06,"$802,988.00",TELEVISION ADVERTISING OF 'WEAK',,,,,,,,
2.50E-06,"$85,000.00",TELEVISION ADVERTISING BUY FOR 07/29/16,,,,,,,,
2.50E-06,"$115,000.00",TELEVISION ADVERTISING BUY FOR 05/13/14 OREGON AD,,,,,,,,
2.50E-06,"$50,000.00","RADIO, TV AD PRODUCTION & BUY",,,,,,,,
2.50E-06,"$200,000.00","RADIO, TV & DIGITAL AD PRODUCTION & BUY",,,,,,,,
2.50E-06,"$175,000.00",TELEVISION ADVERTISING BUY FOR 05/06/14 OREGON AD,,,,,,,,
2.50E-06,"$185,045.53",TELEVISION ADVERTISING OF CHARTER.,,,,,,,,
2.50E-06,"$95,000.00",TELEVISION ADVERTISING OF COMPROMISE,,,,,,,,
2.50E-06,"$250,000.00",TELEVISION ADVERTISING OF REFUSE,,,,,,,,
2.50E-06,"$5,382.48","RADIO, BUS SIGNS",,,,,,,,
2.50E-06,"$318,400.09",TELEVISION ADVERTISING OF SKYROCKET,,,,,,,,
2.50E-06,"$200,183.00",TELEVISION ADVERTISING OF 'TAKES CARE',,,,,,,,
2.50E-06,"-$2,156.67",RADIO/MEDIA PROD-AGG UPDATED GOING FWD,,,,,,,,
2.50E-06,"$251,100.00",TELEVISION ADVERTISING OF 'SWITCH',,,,,,,,
2.50E-06,"$249,565.00",TELEVISION ADVERTISING FOR 'SCRATCH',,,,,,,,
2.50E-06,$314.96,RALLY SIGNS AND SHIPPING,,,,,,,,
2.50E-06,"$299,515.00",TELEVISION ADVERTISING OF 'AGENDA',,,,,,,,
2.50E-06,$545.18,RALLY SIGNS - NON-CONTRIBUTION ACCOUNT,,,,,,,,
2.50E-06,$400.00,RALLY FOOD,,,,,,,,
2.50E-06,"$90,000.00",TELEVISION ADVERTISING FOR 10/13/13 NEW JERSEY AD,,,,,,,,
2.50E-06,"$247,197.00",TELEVISION ADVERTISING OF 'PUMPED',,,,,,,,
2.50E-06,"$1,304,153.00",TELEVISION ADVERTISING OF 'QUESTION',,,,,,,,
2.50E-06,"$250,000.00",TELEVISION ADVERTISING OF 'REFUSE',,,,,,,,
2.50E-06,"$299,700.00",TELEVISION ADVERTISING FOR 'ONLY ONE',,,,,,,,
2.50E-06,"$265,680.00",TELEVISION ADVERTISING OF 'SUPPLIES',,,,,,,,
2.50E-06,"$3,372.87",RALLY & YARD SIGN - DISSEMINATED 10/31/2016,,,,,,,,
2.50E-06,"$149,665.00",TELEVISION ADVERTISING OF 'SCRATCH',,,,,,,,
2.50E-06,"$20,404.99",RAIL PRODUCTION\TTV PRODUCTION,,,,,,,,
2.50E-06,"$20,404.99",RAIL PRODUCTION TV PRODUCTION,,,,,,,,
2.50E-06,"$4,449.14",RAIDO AD SUPPORTING GALLEGO FIGHTING FOR COMMUNITIES-SPANISH,,,,,,,,
2.50E-06,"$39,797.73",TELEVISION ADVERTISING OF 'SNARLING',,,,,,,,
2.50E-06,$232.65,REIMBURSE PRODUCTION COSTS - EMAIL BLAST,,,,,,,,
2.50E-06,"$5,551.83",RADIO/SHIRTS/MAILING,,,,,,,,
2.50E-06,"$124,970.00","TELEVISION COMMERCIAL (OBAMACARE) RUNNING FROM MARCH 16, 2010 TO MARCH 19, 20010",,,,,,,,
2.50E-06,"$315,892.53",TELEVISION ADVERTISING & PRODUCTION OF 'FREE RIDE',,,,,,,,
2.50E-06,"$2,000.00",RADIO MEDIA BUY: HARRY REID VOTES,,,,,,,,
2.50E-06,"$14,000.00",TELEVISION PRODUCTION OF 'AGENDA',,,,,,,,
2.50E-06,$40.69,REIMBURSEMENT FOR SUPPLIES,,,,,,,,
2.50E-06,"$2,728.00",RADIO ADVERTISING--PD 10/31/2012/DISSEMINATED 11/4/2012,,,,,,,,
2.50E-06,"-$3,000.00",TELEVISION ADVERTISEMENT REFUND,,,,,,,,
2.50E-06,$377.37,RADIO ADVERTISING--PD 10-26-12/  DISSIMENATED 10-29-12,,,,,,,,
2.50E-06,"$17,554.47",TELEVISION PRODUCTION OF 'BAD COMPANY' - ESTIMATE,,,,,,,,
2.50E-06,"$1,500.00",RADIO ADVERTISING SUPPORTING VANN CA03,,,,,,,,
2.50E-06,"$10,669.75",TELEVISION PRODUCTION OF 'BEHIND CLOSED DOORS' - ESTIMATE,,,,,,,,
2.50E-06,"$15,615.00",TELEVISION PRODUCTION OF 'BETRAYED' - ESTIMATE,,,,,,,,
2.50E-06,"$11,500.00",TELEVISION PRODUCTION OF 'BLACKBOARD',,,,,,,,
2.50E-06,"$2,621.45",REIMBURSEMENT FOR TRAVEL + MATERIALS,,,,,,,,
2.50E-06,"$6,742.99",TELEVISION PRODUCTION OF 'CAMPAIGN',,,,,,,,
2.50E-06,"$2,530,240.75",TELEVISION ADVERTISEMENT PRODUCTION AND MEDIA BUY - 'HEADLINES',,,,,,,,
2.50E-06,"$57,795.87",TELEVISION ADVERTISEMENT PRODUCTION - 'PROSECUTORS',,,,,,,,
2.50E-06,$4.50,REIMBURSEMENT OF INTERNET ON AIRPLANE FEE,,,,,,,,
2.50E-06,$106.63,REIMBURSEMENT OFFICE EXPENSE,,,,,,,,
2.50E-06,$36.56,REIMBURSEMENT TO VOLUNTEER FOR MEALS,,,,,,,,
2.50E-06,"$5,600.90",TELEVISION PRODUCTION OF 'CARES ABOUT' - ESTIMATE,,,,,,,,
2.50E-06,"$5,226.12",TELEVISION PRODUCTION OF 'CUTS',,,,,,,,
2.50E-06,"$10,660.04",TELEVISION PRODUCTION OF 'DECISIONS',,,,,,,,
2.50E-06,"$99,844.96",TELEVISION ADVERTISEMENT.,,,,,,,,
2.50E-06,"$185,000.00",TELEVISION PRODUCTION AND MEDIA BUY - WRONG WAY,,,,,,,,
2.50E-06,"$457,000.00",RADIO MEDIA BUY-ALSO SUPPORTS THOM TILLIS,,,,,,,,
2.50E-06,"$90,000.00",TELEVISION ADVERTISEMENTS,,,,,,,,
2.50E-06,"$1,400,000.00",TELEVISION PRODUCTION AND MEDIA BUY - NO GO,,,,,,,,
2.50E-06,"$1,750,000.00",TELEVISION PRODUCTION AND MEDIA BUY - PLAN,,,,,,,,
2.50E-06,"$428,288.50",TELEVISION PRODUCTION AND MEDIA BUY - REAL,,,,,,,,
2.50E-06,"$490,000.00",TELEVISION PRODUCTION AND MEDIA BUY - RECKLESS,,,,,,,,
2.50E-06,"$305,000.00",TELEVISION PRODUCTION AND MEDIA BUY - RECORD OF FAILURE,,,,,,,,
2.50E-06,"$390,000.00",TELEVISION PRODUCTION AND MEDIA BUY - SEVERE,,,,,,,,
2.50E-06,"$19,670.00",RADIO ADVERTISING: PRODUCTION/PLACEMENT,,,,,,,,
2.50E-06,"$220,000.00",TELEVISION PRODUCTION AND MEDIA BUY - TAX PAIN,,,,,,,,
2.50E-06,$620.82,REIMBURSEMENT FOR PHONES FOR GOTV PHONE BANK,,,,,,,,
2.50E-06,"$455,000.00",TELEVISION PRODUCTION AND MEDIA BUY - TOP 5,,,,,,,,
2.50E-06,"$555,000.00",TELEVISION PRODUCTION AND MEDIA BUY - WASHINGTON,,,,,,,,
2.50E-06,"$13,000.00",RADIO ADVERTISING: FLIGHT DATES 8/2/16-8/8/16,,,,,,,,
2.50E-06,"$6,000.00",RADIO ADVERTISING: AIRING BEGINNING 8/18/16,,,,,,,,
2.50E-06,"$5,000.00",RADIO ADVERTISING/PRODUCTION: PROGRESSIVE,,,,,,,,
2.50E-06,"$320,000.00",TELEVISION PRODUCTION AND MEDIA BUY - WORKS,,,,,,,,
2.50E-06,"$5,000.00",RADIO ADVERTISING/PRODUCTION: 'PROGRESSIVE',,,,,,,,
2.50E-06,$510.00,REIMBURSEMENT FOR POSTAGE FOR MAILING CAMPAIGN MATERIALS TO VOTERS,,,,,,,,
2.50E-06,"$23,000.00",RADIO ADVERTISING-PD 10-22-12/ DISSIMENATED 10-29-12,,,,,,,,
2.50E-06,"$380,000.00",TELEVISION PRODUCTION AND MEDIA BUY - WRONG,,,,,,,,
2.50E-06,$85.50,REIMBURSEMENT TO VOLUNTEER FOR VAN/TRAVEL,,,,,,,,
2.50E-06,"$11,000.00",TELEVISION PRODUCTION OF 'DESTROY',,,,,,,,
2.50E-06,"$31,702.72",TELEVISION PRODUCTION OF 'DOCTOR'S ORDERS' - ESTIMATE,,,,,,,,
2.50E-06,"$5,622.50",TELEVISION PRODUCTION OF 'DON'T BE FOOLED',,,,,,,,
2.50E-06,"$2,540.00",RADIO ADVERTISING IE 5/1,,,,,,,,
2.50E-06,"$4,738.14",TELEVISION PRODUCTION OF 'NOT PRETTY',,,,,,,,
2.50E-06,"$64,150.00",RADIO ADVERTISING EXPENSES,,,,,,,,
2.50E-06,"$1,178.06",REIMBURSEMENTS FOR TRAVEL + MATERIALS,,,,,,,,
2.50E-06,"$75,000.00",RADIO ADVERTISING BUY FOR 10/20/14 NEW JERSEY AD,,,,,,,,
2.50E-06,"$37,250.00",RADIO ADVERTISING BUY FOR 07/28/16,,,,,,,,
2.50E-06,"$8,562.67",TELEVISION PRODUCTION OF 'OLD FASHIONED HARD WORK' - ESTIMATE,,,,,,,,
2.50E-06,"$9,588.73",TELEVISION PRODUCTION OF 'ONLY ONE' - ESTIMATE,,,,,,,,
2.50E-06,"$11,700.00",TELEVISION PRODUCTION OF 'PICTURE' - ESTIMATE,,,,,,,,
2.50E-06,"$11,500.00",TELEVISION PRODUCTION OF 'PROBLEM',,,,,,,,
2.50E-06,"$14,514.46",TELEVISION PRODUCTION OF 'PROFITS' - ESTIMATE,,,,,,,,
2.50E-06,"$15,632.64",TELEVISION PRODUCTION OF 'SCRATCH',,,,,,,,
2.50E-06,"$11,000.00",TELEVISION PRODUCTION OF 'SNARLING' - ESTIMATE,,,,,,,,
2.50E-06,"$11,500.00",TELEVISION PRODUCTION OF 'STRUGGLE',,,,,,,,
2.50E-06,"$129,472.00",RADIO ADVERTISING AND BUY,,,,,,,,
2.50E-06,"$4,257.89",RADIO ADVERTISING 6/2 TO 6/4,,,,,,,,
2.50E-06,"$21,122.30",TELEVISION PRODUCTION OF 'SUPPLIES' - ESTIMATE,,,,,,,,
2.50E-06,"$11,289.80",TELEVISION ADVERTISEMENT PRODUCTION - 'HEADLINES',,,,,,,,
2.50E-06,"$1,719.55",RADIO ADVERTISING 6/1 TO 6/5,,,,,,,,
2.50E-06,"$7,762.93",TELEVISION PRODUCTION OF 'MORE PROOF' - ESTIMATE,,,,,,,,
2.50E-06,"$21,000.00",RADIO ADVERTISING IE 7/4,,,,,,,,
2.50E-06,"$6,706.13",TELEVISION PRODUCTION OF 'MINIMUM WAGE',,,,,,,,
2.50E-06,"$14,264.43",TELEVISION PRODUCTION OF 'FORGET' - ESTIMATE,,,,,,,,
2.50E-06,"$13,475.62",TELEVISION PRODUCTION OF 'DROWNING',,,,,,,,
2.50E-06,$968.56,RADIO ADVERTISING PRODUCTION FOR 7/4,,,,,,,,
2.50E-06,"$1,250.00",RADIO ADVERTISING PRODUCTION FOR 10/20/14 NEW JERSEY AD,,,,,,,,
2.50E-06,"$16,633.96",TELEVISION PRODUCTION OF 'EARTH' - ESTIMATE,,,,,,,,
2.50E-06,"$4,242.22",TELEVISION PRODUCTION OF 'EASY',,,,,,,,
2.50E-06,"$21,502.89",TELEVISION PRODUCTION OF 'FAMILY' - ESTIMATE,,,,,,,,
2.50E-06,"$2,517.00",RADIO ADVERTISING PRODUCTION 10/10-26,,,,,,,,
2.50E-06,"$4,751.72",TELEVISION PRODUCTION OF 'FANCY',,,,,,,,
2.50E-06,"$75,006.00",RADIO ADVERTISING OF OUR POCKETS,,,,,,,,
2.50E-06,"$12,890.50",TELEVISION PRODUCTION OF 'MAP' - ESTIMATE,,,,,,,,
2.50E-06,"$14,883.20",TELEVISION PRODUCTION OF 'GLITZ' - ESTIMATE,,,,,,,,
2.50E-06,"$75,000.00",RADIO ADVERTISING OF NEXT CALLER,,,,,,,,
2.50E-06,"$1,552.19",REIMBURSEMENTS FOR TRAVEL,,,,,,,,
2.50E-06,"$10,892.63",TELEVISION PRODUCTION OF 'LAW',,,,,,,,
2.50E-06,"$11,061.82",TELEVISION PRODUCTION OF 'LOST TOUCH',,,,,,,,
2.50E-06,"$31,360.00",RADIO ADVERTISING OF CHANGE COURSE,,,,,,,,
2.50E-06,"$13,317.70",TELEVISION PRODUCTION OF 'LUCKY',,,,,,,,
2.50E-06,"$248,898.00",RADIO ADVERTISING OF 'SCRATCH OFF',,,,,,,,
2.50E-06,"$46,297.50",TELEVISION PRODUCTION AND MEDIA BUY - MIRROR,,,,,,,,
2.50E-06,"$47,600.00",TELEVISION PRODUCTION AND MEDIA BUY - LEADERSHIP II,,,,,,,,
2.50E-06,"$1,012.00",RADIO ADVERTISMENT (WVEI & WCRN),,,,,,,,
2.50E-06,"$14,876.00",TELEVISION PRODUCTION AND ADVERTISING,,,,,,,,
2.50E-06,"$25,000.00","RADIO BUY, MAIL SERVICES",,,,,,,,
2.50E-06,"$267,895.00",TELEVISION MEDIA BUY AND PRODUCTION,,,,,,,,
2.50E-06,"$150,000.00","RADIO BUY, AD PRODUCTION",,,,,,,,
2.50E-06,"$15,495.00",RADIO BUY AND PRODUCTION COSTS,,,,,,,,
2.50E-06,"$77,716.00","TELEVISION MEDIA BUY, PRODUCTION",,,,,,,,
2.50E-06,"$1,500,000.00","TELEVISION MEDIA OPPOSING TED STRICKLAND, 8/11 - 9/8.",,,,,,,,
2.50E-06,"$6,206.87",RADIO BUY & PRODUXCTION,,,,,,,,
2.50E-06,"$840,545.00",TELEVISION MEDIA PLACEMENT & PRODUCTION,,,,,,,,
2.50E-06,"$14,341.80",TELEVISION MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$649,800.00",TELEVISION PLACEMENT AND PRODUCTION,,,,,,,,
2.50E-06,$600.00,RADIO AS,,,,,,,,
2.50E-06,$323.08,TELEVISION PRODUCTION  AND FILM COSTS,,,,,,,,
2.50E-06,"$186,010.00",RADIO AND TELEVISION ADVERTISING AND PRODUCTION,,,,,,,,
2.50E-06,"$10,180.00",TELEVISION PRODUCTION & SHIPPING OF 'NEVER' - ESTIMATE,,,,,,,,
2.50E-06,"$1,350.00",TELEVISION PRODUCTION 'TAKES CARE' - ESTIMATE,,,,,,,,
2.50E-06,"$5,000.00",TELEVISION PRODUCTION (IN-KIND) - 10/25/2012,,,,,,,,
2.50E-06,"$105,286.50",RADIO AND EMAIL ADVERTISING/PRODUCTION,,,,,,,,
2.50E-06,"$313,263.06",RADIO AND EMAIL ADVERTISING AND PRODUCTION,,,,,,,,
2.50E-06,"$2,557.05",TELEVISION PRODUCTION -4/16 IE WISCONSIN,,,,,,,,
2.50E-06,"$100,000.00","RADIO BUY, PRODUCTION OF TWO ADS & RESERVE FOR SHIPPING",,,,,,,,
2.50E-06,"$39,000.00","RADIO BUY, PRODUCTION SERVICES",,,,,,,,
